HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Age_group,Cabin_Deck,Cabin_Number,Cabin_Side,Group,alone,Expenditure,spending
0,0,2,36.0,0,1.791759469228055,6.436150368369428,4.48863636973214,1.791759469228055,0.6931471805599453,1,4,5,606,1,3218,0,722.0,1
0,0,0,58.0,0,3.970291913552122,0.0,1.791759469228055,6.249975242259483,0.0,0,5,5,606,1,3218,0,574.0,1
0,0,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,6,510,1,3218,0,0.0,0
2,1,2,39.0,0,0.0,0.0,0.0,0.0,0.0,0,4,4,214,1,3219,1,0.0,0
0,0,2,33.0,0,0.0,0.0,4.330733340286331,6.565264970035361,0.0,0,4,6,522,0,3220,1,784.0,1
0,0,1,19.0,0,0.0,0.0,6.424869023905388,0.0,0.0,0,2,6,511,1,3221,1,616.0,1
0,0,2,26.0,0,2.833213344056216,0.0,6.684611727667927,0.0,3.6375861597263857,0,3,6,523,0,3223,1,852.0,1
0,0,2,33.0,0,0.0,6.85751406254539,0.0,4.634728988229636,0.0,1,4,5,607,1,3224,1,1052.0,1
1,1,0,17.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,120,1,3225,0,0.0,0
1,0,2,28.0,0,0.0,8.096208271650037,0.0,4.23410650459726,5.834810737062605,1,3,2,120,1,3225,0,3690.0,1
0,0,2,21.0,0,4.1588830833596715,2.772588722239781,6.0112671744041615,5.986452005284438,0.0,0,2,6,513,1,3227,1,882.0,1
1,0,2,45.0,0,1.3862943611198906,7.76004068088038,7.00397413672268,6.212606095751519,0.0,1,4,1,118,1,3229,1,3945.0,1
2,1,2,62.0,0,0.0,0.0,0.0,0.0,0.0,1,5,5,674,0,3230,1,0.0,0
2,1,2,43.0,0,0.0,0.0,0.0,0.0,0.0,1,4,5,609,1,3232,1,0.0,0
0,0,2,27.0,0,5.0689042022202315,0.0,7.148345743900068,0.0,4.276666119016055,0,3,5,610,1,3235,1,1500.0,1
0,1,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,524,0,3236,0,0.0,0
0,0,2,31.0,0,6.386879319362645,6.293419278846481,5.476463551931511,0.0,4.356708826689592,0,4,5,676,0,3236,0,1448.0,1
0,0,2,18.0,0,0.0,3.4339872044851463,0.0,6.6293632534374485,1.791759469228055,0,2,4,200,0,3236,0,791.0,1
2,0,2,21.0,0,7.001245622069476,0.0,4.394449154672439,6.380122536899765,0.0,0,2,3,104,0,3237,0,1766.0,1
2,0,2,7.0,0,0.0,0.0,0.0,0.0,0.0,1,0,5,677,0,3237,0,0.0,0
2,0,2,22.0,0,7.881182202227102,0.0,6.396929655216146,4.770684624465665,0.0,0,2,3,104,0,3237,0,3362.0,1
2,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,0,3,4,215,1,3238,1,0.0,0
0,1,2,30.0,0,0.0,0.0,0.0,0.0,0.0,1,3,6,515,1,3239,1,0.0,0
0,0,2,17.0,0,0.0,5.948034989180646,5.998936561946683,0.0,2.0794415416798357,0,1,4,216,1,3240,1,791.0,1
0,1,2,23.0,0,0.0,0.0,0.0,0.0,0.0,0,2,6,525,0,3241,1,0.0,0
0,0,0,10.0,0,0.0,0.0,0.0,0.0,0.0,0,0,6,516,1,3243,1,0.0,0
0,0,2,25.0,0,6.639875833826536,2.833213344056216,0.0,2.1972245773362196,0.0,0,2,4,202,0,3247,1,788.0,1
0,0,2,21.0,0,0.0,5.071580814397985,0.0,0.0,0.0,0,2,6,526,0,3248,1,158.42615140285866,0
0,0,0,53.0,0,2.1972245773362196,0.0,5.4680601411351315,0.0,7.6255950721324535,0,5,5,613,1,3252,1,2293.0,1
0,0,2,21.0,0,0.0,0.0,6.5337888379333435,3.8501476017100584,3.044522437723423,0,2,6,528,0,3253,1,753.0,1
1,0,2,28.0,0,0.0,8.106514516255185,0.0,6.38856140554563,4.454347296253507,1,3,2,121,1,3254,1,3994.0,1
0,1,1,20.0,0,0.0,0.0,0.0,0.0,0.0,1,2,6,517,1,3255,1,0.0,0
1,1,0,54.0,0,0.0,0.0,0.0,0.0,0.0,1,5,4,217,1,3256,1,0.0,0
0,1,2,9.0,0,0.0,0.0,0.0,0.0,0.0,0,0,6,529,0,3258,1,0.0,0
0,0,2,20.0,0,6.2324480165505225,0.0,0.6931471805599453,7.224753405767971,0.0,0,2,6,530,0,3259,1,1881.0,1
0,0,2,19.0,0,0.0,5.111987788356544,0.0,6.551080335043404,0.0,0,2,5,615,1,3260,1,864.0,1
0,0,2,32.0,0,0.0,6.450470422144176,0.0,0.0,0.0,0,4,5,681,0,3262,1,632.0,1
2,0,2,22.0,0,0.0,0.0,0.0,0.0,0.0,0,2,4,219,1,3268,1,0.0,0
1,0,0,35.0,0,4.31748811353631,8.533656917446903,0.0,6.795705775173514,7.569411792450712,1,4,2,122,1,3269,1,7986.0,1
0,0,2,26.0,0,0.0,4.04305126783455,5.777652323222656,1.9459101490553132,5.497168225293202,1,3,6,531,0,3270,1,627.0,1
0,1,2,51.0,0,0.0,0.0,0.0,0.0,0.0,0,5,6,532,0,3271,0,0.0,0
0,0,0,8.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,532,0,3271,0,0.0,0
0,0,2,40.0,0,0.0,0.0,6.79794041297493,0.0,0.0,1,4,6,518,1,3272,0,895.0,1
0,1,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,518,1,3272,0,0.0,0
0,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,2,6,519,1,3273,1,0.0,0
0,1,2,32.0,0,0.0,0.0,0.0,0.0,0.0,1,4,6,533,0,3274,0,0.0,0
0,0,0,16.0,0,7.385851078125209,1.6094379124341003,0.0,5.220355825078324,0.0,0,1,6,533,0,3274,0,1800.0,1
0,0,2,64.0,0,0.0,0.0,2.833213344056216,6.598509028614515,5.075173815233827,0,5,6,533,0,3274,0,908.0,1
0,0,0,35.0,0,5.54907608489522,0.0,5.834810737062605,3.58351893845611,0.0,1,4,5,617,1,3275,1,632.0,1
1,0,2,33.0,0,3.044522437723423,6.483107351457199,0.0,4.804021044733257,6.182084906716632,0,4,0,29,0,3276,1,1277.0,1
1,0,0,9.0,0,0.0,0.0,0.0,0.0,0.0,1,0,2,123,1,3279,0,0.0,0
1,1,2,21.0,0,0.0,0.0,0.0,0.0,0.0,1,2,2,123,1,3279,0,0.0,0
1,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,1,3,2,123,1,3279,0,0.0,0
1,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,1,3,2,123,1,3279,0,0.0,0
0,1,1,31.0,0,0.0,0.0,0.0,0.0,0.0,1,4,6,534,0,3280,0,0.0,0
0,0,0,32.0,0,7.048386408721883,5.308267697401205,0.0,0.0,2.1972245773362196,0,4,5,684,0,3280,0,1359.0,1
1,1,0,43.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,120,1,3282,0,0.0,0
1,1,2,60.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1,120,1,3282,0,0.0,0
1,0,2,43.0,0,0.0,7.273092595999522,0.0,4.454347296253507,5.017279836814924,1,4,1,120,1,3282,0,1675.0,1
0,0,2,43.0,0,0.0,2.833213344056216,3.5553480614894135,6.625392368007956,0.6931471805599453,0,4,5,619,1,3283,0,804.0,1
0,0,2,19.0,0,4.174387269895637,0.0,6.118097198041348,5.1647859739235145,1.9459101490553132,0,2,5,619,1,3283,0,697.0,1
0,0,2,21.0,0,0.0,0.0,0.0,6.472346294500901,4.9344739331306915,0,2,6,521,1,3283,0,784.0,1
0,0,2,38.0,0,0.0,0.0,0.0,6.741700694652055,0.0,0,4,6,521,1,3283,0,846.0,1
0,1,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,535,0,3284,0,0.0,0
0,1,1,29.0,0,0.0,0.0,0.0,0.0,0.0,1,3,6,535,0,3284,0,0.0,0
0,0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,522,1,3287,0,0.0,0
0,0,2,22.0,0,6.577861357721047,1.0986122886681098,3.9318256327243257,0.0,0.0,1,2,5,1266,1,3287,0,770.0,1
0,0,0,18.0,0,0.0,4.983825466850526,2.70805020110221,6.439350371100098,0.0,0,2,5,621,1,3287,0,784.031954887218,1
0,1,2,16.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,536,0,3289,1,0.0,0
1,1,2,52.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1,121,1,3292,0,0.0,0
1,0,0,52.0,0,2.6390573296152584,8.711937268208748,0.0,9.248214024404264,5.703782474656201,0,5,1,366,1,3292,0,16771.0,1
1,1,0,14.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,121,1,3292,0,0.0,0
1,0,2,25.0,1,0.0,0.0,0.0,0.0,0.0,1,2,1,121,1,3292,0,0.0,0
1,1,2,34.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,121,1,3292,0,0.0,0
2,0,2,20.0,0,6.82001636467413,2.5649493574615367,3.258096538021482,5.327876168789581,5.7430031878094825,1,2,5,623,1,3293,1,1468.0,1
0,1,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,3,6,537,0,3294,0,0.0,0
0,1,2,8.0,0,0.0,0.0,0.0,0.0,0.0,0,0,6,537,0,3294,0,0.0,0
0,0,0,20.0,0,7.8628820346414905,6.833031732786201,0.0,6.7650389767805414,1.0986122886681098,0,2,6,538,0,3295,1,4393.0,1
0,0,0,44.0,0,6.450470422144176,0.0,4.624972813284271,1.791759469228055,0.0,1,4,5,624,1,3296,1,738.0,1
0,0,2,64.0,0,5.749392985908253,6.663132695990803,2.1972245773362196,0.0,0.0,0,5,5,686,0,3297,1,1103.0,1
0,0,2,27.0,0,0.0,0.0,6.654152520183219,4.852030263919617,0.0,1,3,5,687,0,3298,1,902.0,1
0,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,0,2,6,524,1,3299,1,0.0,0
2,1,2,38.0,0,0.0,0.0,0.0,0.0,0.0,1,4,5,688,0,3300,0,0.0,0
2,0,2,47.0,0,5.937536205082426,0.0,4.770684624465665,7.045776576879511,4.890349128221754,0,4,5,688,0,3300,0,1774.0,1
0,1,0,8.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,525,1,3301,0,0.0,0
0,0,2,1.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,525,1,3301,0,0.0,0
0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,525,1,3301,0,0.0,0
0,1,2,20.0,0,0.0,0.0,0.0,0.0,0.0,1,2,6,525,1,3301,0,0.0,0
1,1,2,41.0,0,0.0,0.0,0.0,0.0,0.0,1,4,3,105,0,3304,1,0.0,0
2,1,2,35.0,0,0.0,0.0,0.0,0.0,0.0,0,4,3,106,0,3305,0,0.0,0
2,0,0,31.0,0,6.97166860472579,2.6390573296152584,5.017279836814924,3.6109179126442243,0.0,0,4,3,106,0,3305,0,1264.0,1
0,0,1,14.0,0,0.0,3.784189633918261,6.22455842927536,4.836281906951478,0.0,0,1,5,690,0,3308,1,672.0,1
0,0,2,25.0,0,0.0,0.0,6.637258031284457,0.0,3.9318256327243257,0,2,6,539,0,3309,1,812.0,1
1,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,1,3,3,107,0,3310,1,0.0,0
1,0,2,26.0,0,0.0,7.40184157874383,0.0,6.1675164908883415,5.424950017481403,0,3,4,221,1,3311,1,2340.0,1
1,0,2,30.0,0,0.0,6.981934677156389,0.0,8.223090551161533,2.302585092994046,0,3,4,203,0,3312,1,4810.0,1
1,1,0,49.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,122,1,3313,1,0.0,0
0,0,2,19.0,0,5.564520407322694,0.0,5.476463551931511,4.941642422609304,2.1972245773362196,0,2,5,626,1,3314,1,645.0,1
0,0,2,15.0,0,2.3978952727983707,0.0,4.605170185988092,4.840930776353116,7.616775808698373,0,1,5,627,1,3315,1,2265.587121212121,1
0,0,2,27.0,0,0.0,0.0,0.0,0.0,7.476472381163905,0,3,6,540,0,3317,1,1765.0,1
1,0,2,39.0,0,0.0,6.86484777797086,0.0,3.1354942159291497,5.996452088619021,1,4,1,123,1,3318,0,1380.0,1
1,1,0,32.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,123,1,3318,0,0.0,0
1,0,2,11.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,123,1,3318,0,0.0,0
1,1,2,44.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,123,1,3318,0,0.0,0
1,1,2,36.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,123,1,3318,0,0.0,0
0,0,2,56.0,0,0.0,5.817111159963204,6.278521424165844,2.772588722239781,3.295836866004329,0,5,6,541,0,3319,1,908.0,1
0,1,2,42.0,0,0.0,0.0,0.0,0.0,0.0,1,4,6,542,0,3322,1,0.0,0
1,1,0,40.0,0,0.0,0.0,0.0,0.0,0.0,1,4,2,110,0,3323,0,0.0,0
1,1,0,53.0,0,0.0,0.0,0.0,0.0,0.0,1,5,2,110,0,3323,0,0.0,0
2,1,2,31.0,0,0.0,0.0,0.0,0.0,0.0,1,4,5,630,1,3324,0,0.0,0
2,1,2,14.0,0,0.0,0.0,0.0,0.0,0.0,1,1,5,630,1,3324,0,0.0,0
0,1,1,31.0,0,0.0,0.0,0.0,0.0,0.0,1,4,6,543,0,3325,1,0.0,0
0,0,2,42.0,0,0.0,5.155364808889109,7.326465613840322,0.0,1.6094379124341003,0,4,4,222,1,3326,1,1695.3590381426202,1
0,0,2,32.0,0,0.0,0.0,0.0,0.0,6.650279048587422,0,4,6,528,1,3327,1,772.0,1
0,0,2,34.0,0,6.361302477572996,0.0,0.0,0.0,5.780743515792329,0,4,5,691,0,3328,1,901.0,1
0,1,2,55.0,0,0.0,0.0,0.0,0.0,0.0,1,5,6,544,0,3329,1,0.0,0
2,0,2,42.0,0,7.3987862754199485,0.0,3.4011973816621555,1.6094379124341003,4.634728988229636,0,4,5,692,0,3330,1,1768.0,1
0,0,2,40.0,0,6.502790045915623,1.6094379124341003,4.430816798843313,0.0,3.9318256327243257,1,4,5,631,1,3331,1,803.0,1
2,0,0,48.0,0,6.715383386334681,1.0986122886681098,6.7226297948554485,5.700443573390687,0.0,0,4,3,107,1,3332,0,1954.0,1
2,1,2,37.0,0,0.0,0.0,0.0,0.0,0.0,1,4,3,107,1,3332,0,0.0,0
2,1,0,17.0,0,0.0,0.0,0.0,0.0,0.0,1,1,3,107,1,3332,0,0.0,0
2,1,2,60.0,0,0.0,0.0,0.0,0.0,0.0,1,5,5,693,0,3336,1,0.0,0
1,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,125,1,3337,0,0.0,0
1,0,2,30.0,0,0.0,5.198497031265826,4.51085950651685,8.954286157204713,4.962844630259907,0,3,1,125,1,3337,0,8152.0,1
1,0,2,32.0,0,0.0,0.0,2.0794415416798357,8.203577736937952,5.424950017481403,0,4,1,125,1,3337,0,3886.0,1
0,1,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,3,6,546,0,3338,1,0.0,0
0,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,0,3,6,530,1,3339,1,0.0,0
0,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,1,2,6,531,1,3342,1,0.0,0
0,1,0,47.0,0,0.0,0.0,0.0,0.0,0.0,0,4,6,532,1,3343,1,0.0,0
0,0,2,32.0,0,5.198497031265826,3.258096538021482,6.371611847231857,0.0,0.0,0,4,4,225,1,3348,1,789.0,1
1,1,2,73.0,1,0.0,0.0,0.0,0.0,0.0,1,5,2,111,0,3349,1,0.0,0
0,0,2,17.0,0,1.3862943611198906,7.6624678152002375,0.0,0.0,0.0,1,1,5,633,1,3350,1,2129.0,1
0,1,1,47.0,0,0.0,0.0,0.0,0.0,0.0,0,4,6,547,0,3352,1,0.0,0
1,0,2,33.0,0,0.0,5.37989735354046,5.2574953720277815,9.397898195565384,4.0943445622221,0,4,2,125,1,3353,0,12528.0,1
1,1,0,13.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,125,1,3353,0,0.0,0
1,0,2,22.0,0,0.0,1.791759469228055,0.0,2.5649493574615367,8.718009330846357,0,2,2,125,1,3353,0,6128.0,1
1,0,2,61.0,0,0.0,8.314587291319576,0.0,5.583496308781699,5.308267697401205,1,5,2,125,1,3353,0,4548.0,1
1,0,0,19.0,0,0.0,8.410720946905721,0.0,2.4849066497880004,8.149312843635345,1,2,2,125,1,3353,0,7965.0,1
1,0,2,45.0,0,0.0,7.5485559791698735,0.0,6.78105762593618,6.406879986069314,1,4,2,125,1,3353,0,3382.0,1
0,1,1,18.0,0,0.0,0.0,0.0,0.0,0.0,0,2,6,535,1,3357,1,0.0,0
0,0,2,32.0,0,0.0,6.698268054115413,0.0,0.0,1.0986122886681098,0,4,6,536,1,3359,1,812.0,1
1,0,2,52.0,1,0.0,7.265429723253953,0.0,7.22402480828583,6.192362489474872,1,5,0,30,0,3360,1,3288.0,1
2,1,2,25.0,0,0.0,0.0,0.0,0.0,0.0,1,2,5,635,1,3361,0,0.0,0
2,1,2,9.0,0,0.0,0.0,0.0,0.0,0.0,1,0,5,635,1,3361,0,0.0,0
2,1,2,18.0,0,0.0,0.0,0.0,0.0,0.0,1,2,5,635,1,3361,0,0.0,0
2,0,1,26.0,0,6.576469569048224,0.0,4.442651256490317,0.0,0.0,0,3,3,108,1,3361,0,801.0,1
0,0,2,20.0,0,0.6931471805599453,3.970291913552122,6.280395838960195,0.0,6.930494765951626,0,2,4,205,0,3363,0,1608.0,1
0,0,2,6.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,550,0,3363,0,0.0,0
0,0,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,6,550,0,3363,0,0.0,0
1,0,0,40.0,0,0.0,5.921578419643816,2.0794415416798357,1.791759469228055,7.291656209174461,0,4,0,31,0,3364,1,1851.0,1
0,1,1,20.0,0,0.0,0.0,0.0,0.0,0.0,1,2,6,537,1,3365,1,0.0,0
2,0,2,18.0,0,7.837159650001675,0.0,3.8501476017100584,0.0,0.0,0,2,3,109,1,3370,1,2578.0,1
0,0,2,42.0,0,0.0,1.3862943611198906,0.0,6.80128303447162,0.6931471805599453,0,4,5,694,0,3371,1,902.0,1
0,1,1,14.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,551,0,3372,1,0.0,0
2,1,2,33.0,0,0.0,0.0,0.0,0.0,0.0,1,4,5,638,1,3377,1,0.0,0
0,0,0,23.0,0,6.499787040655854,2.8903717578961645,0.0,0.0,5.050658237288855,0,2,5,696,0,3380,1,836.1251980982568,1
0,1,2,35.0,0,0.0,0.0,0.0,0.0,0.0,0,4,6,539,1,3381,1,0.0,0
0,0,1,53.0,0,1.0986122886681098,2.9444389791664403,6.559615237493242,0.0,0.6931471805599453,0,5,5,697,0,3382,0,726.0,1
0,1,2,56.0,0,0.0,0.0,0.0,0.0,0.0,1,5,6,553,0,3382,0,0.0,0
0,0,0,35.0,0,0.6931471805599453,0.0,3.6375861597263857,6.579251212010101,0.0,0,4,5,698,0,3383,1,757.0,1
0,0,2,18.0,0,0.6931471805599453,4.04305126783455,0.0,6.401917196727186,5.327876168789581,0,2,5,699,0,3384,0,864.0,1
0,0,2,25.0,0,4.672828834461906,3.8501476017100584,4.982861014968476,0.0,6.738152494595957,0,2,4,207,0,3384,0,1139.891181988743,1
0,1,0,20.0,0,0.0,0.0,0.0,0.0,0.0,1,2,6,554,0,3384,0,0.0,0
2,1,2,44.0,0,0.0,0.0,0.0,0.0,0.0,1,4,5,641,1,3386,1,0.0,0
0,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,0,3,6,540,1,3387,1,0.0,0
2,0,2,23.0,0,3.2188758248682006,0.6931471805599453,7.142827401161621,0.0,0.0,1,2,5,642,1,3389,1,1289.0,1
2,1,2,39.0,0,0.0,0.0,0.0,0.0,0.0,1,4,5,643,1,3390,1,0.0,0
1,1,2,25.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,105,0,3391,0,0.0,0
1,0,0,42.0,0,0.0,7.098375638590786,0.0,6.934397209928558,6.456769655572163,0,4,1,105,0,3391,0,2871.0,1
0,0,2,20.0,0,0.0,3.6888794541139363,6.7226297948554485,2.8903717578961645,0.0,1,2,6,541,1,3392,0,886.0,1
0,1,2,4.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,541,1,3392,0,0.0,0
0,1,2,64.0,0,0.0,0.0,0.0,0.0,0.0,1,5,6,541,1,3392,0,0.0,0
0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,541,1,3392,0,0.0,0
0,0,1,19.0,0,0.0,6.139884552226255,5.598421958998375,0.0,1.6094379124341003,1,2,5,700,0,3394,1,736.0,1
0,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,0,0,6,542,1,3395,1,0.0,0
1,1,2,23.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,106,0,3396,1,0.0,0
0,0,2,22.0,0,0.0,5.598421958998375,0.0,4.61512051684126,3.367295829986474,0,2,6,543,1,3397,1,397.0,1
0,0,2,18.0,0,0.0,0.0,7.269616749608169,0.0,5.050658237288855,1,2,6,545,1,3401,1,1590.1251980982568,1
2,0,2,21.0,0,1.0986122886681098,0.0,6.80128303447162,5.003946305945459,0.0,0,2,4,231,1,3402,1,1048.0,1
0,0,1,37.0,0,5.733341276897746,3.58351893845611,6.030685260261263,2.3978952727983707,0.0,1,4,6,556,0,3403,1,768.0,1
0,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,1,2,6,557,0,3404,1,0.0,0
0,1,2,38.0,0,0.0,0.0,0.0,0.0,0.0,0,4,6,546,1,3405,0,0.0,0
0,0,2,11.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,546,1,3405,0,0.0,0
0,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,0,0,6,546,1,3405,0,0.0,0
1,0,2,49.0,0,0.0,4.653960350157523,6.697034247666484,8.207674424355282,2.0794415416798357,0,4,2,112,0,3406,0,4588.0,1
1,0,2,55.0,0,0.0,8.69483715865908,5.0689042022202315,8.325063693631197,7.59337419312129,0,5,2,112,0,3406,0,12238.0,1
0,1,2,15.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,547,1,3408,1,0.0,0
0,0,2,19.0,0,4.51085950651685,0.0,0.0,4.31748811353631,6.39024066706535,0,2,5,701,0,3409,1,759.0,1
0,1,2,16.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,558,0,3410,1,0.0,0
1,0,2,48.0,0,0.0,2.5649493574615367,0.0,8.983188799264434,2.772588722239781,0,4,1,107,0,3412,0,7994.0,1
1,1,0,25.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,107,0,3412,0,0.0,0
1,0,2,23.0,0,1.0986122886681098,8.817149624743406,0.0,3.1780538303479458,0.0,1,2,1,107,0,3412,0,6773.0,1
0,1,1,27.0,0,0.0,0.0,0.0,0.0,0.0,0,3,6,559,0,3413,1,0.0,0
0,0,2,39.0,0,6.226536669287466,5.187385805840755,5.204006687076795,0.0,0.0,0,4,5,702,0,3415,1,864.0,1
0,0,2,28.0,0,0.0,7.227662498728654,1.6094379124341003,0.0,0.0,1,3,5,703,0,3417,1,1380.0,1
2,1,2,72.0,0,0.0,0.0,0.0,0.0,0.0,1,5,5,646,1,3418,1,0.0,0
2,0,2,47.0,0,7.7266536648476425,0.0,4.770684624465665,0.0,0.0,0,4,3,108,0,3419,1,2384.0,1
0,1,2,65.0,0,0.0,0.0,0.0,0.0,0.0,0,5,6,548,1,3420,1,0.0,0
0,0,1,40.0,0,2.772588722239781,0.0,0.0,6.508769136971682,5.084961989860405,0,4,5,704,0,3421,1,845.5737976782752,1
1,1,0,18.0,0,0.0,0.0,0.0,0.0,0.0,1,2,4,209,0,3422,0,0.0,0
1,1,2,27.0,0,0.0,0.0,0.0,0.0,0.0,1,3,4,209,0,3422,0,0.0,0
0,1,2,21.0,0,0.0,0.0,0.0,0.0,0.0,1,2,6,561,0,3423,1,0.0,0
0,0,2,37.0,0,5.25227342804663,0.0,1.0986122886681098,6.684611727667927,0.0,0,4,4,233,1,3424,1,991.0,1
1,0,2,31.0,0,0.0,7.104144092987527,0.0,6.8001700683022,6.171700597410915,0,4,4,234,1,3425,1,2591.0,1
0,0,2,33.0,0,3.1354942159291497,3.6375861597263857,6.030685260261263,0.0,5.811140992976701,0,4,6,549,1,3426,1,807.0,1
1,1,0,53.0,0,0.0,0.0,0.0,0.0,0.0,1,5,2,113,0,3428,0,0.0,0
1,0,2,27.0,0,0.0,9.824552564447986,0.0,1.0986122886681098,8.262558973010657,1,3,2,113,0,3428,0,22358.0,1
0,0,2,74.0,0,0.0,5.267858159063328,6.366470447731438,0.0,0.0,1,5,6,551,1,3430,1,774.0,1
2,1,2,29.5,0,0.0,0.0,0.0,0.0,0.0,1,3,5,705,0,3431,1,0.0,0
0,0,1,23.0,0,5.945420608606575,0.0,4.927253685157205,4.653960350157523,2.1972245773362196,0,2,5,706,0,3432,1,630.0,1
1,0,0,74.0,0,0.0,6.934397209928558,0.0,8.797397374012059,4.787491742782046,0,5,2,114,0,3433,1,7761.0,1
0,1,2,23.0,0,0.0,0.0,0.0,0.0,0.0,1,2,6,562,0,3434,1,0.0,0
0,0,1,26.0,0,1.9459101490553132,0.0,5.993961427306569,1.0986122886681098,5.924255797414532,0,3,6,553,1,3437,0,781.0,1
0,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,553,1,3437,0,0.0,0
0,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,564,0,3438,0,0.0,0
0,0,0,24.0,0,4.564348191467836,3.58351893845611,7.274479558773871,0.0,0.0,0,2,5,707,0,3438,0,1572.0,1
1,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,1,3,1,130,1,3439,0,0.0,0
1,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,130,1,3439,0,0.0,0
1,1,0,26.0,0,0.0,0.0,0.0,0.0,0.0,1,3,1,130,1,3439,0,0.0,0
1,0,2,39.0,0,0.0,1.0986122886681098,0.0,6.813444599510896,8.09925056179696,0,4,1,130,1,3439,0,4202.0,1
0,0,2,17.0,0,0.0,4.430816798843313,0.0,0.0,6.8501261661455,0,1,6,565,0,3440,1,1026.0,1
0,0,0,15.0,0,5.860786223465865,0.0,4.5217885770490405,5.293304824724492,0.0,0,1,5,647,1,3441,1,639.0,1
0,0,2,37.0,0,6.222576268071369,0.0,3.295836866004329,0.0,4.762173934797756,0,4,5,708,0,3442,1,645.0,1
0,0,2,38.0,0,6.675823221634848,0.0,4.916810467214752,0.6931471805599453,3.4011973816621555,1,4,5,648,1,3443,1,957.5663349917081,1
1,0,0,33.0,0,0.0,10.20625526240595,0.0,2.772588722239781,0.0,1,4,1,131,1,3444,0,27086.0,1
1,1,2,16.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,131,1,3444,0,0.0,0
1,0,2,41.0,1,0.0,6.476972362889683,0.0,6.852242569051878,6.873865519689756,1,4,1,131,1,3444,0,2559.678066037736,1
1,0,2,7.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,131,1,3444,0,0.0,0
0,0,2,20.0,0,0.6931471805599453,6.634633357861686,5.139866843817419,3.091042453358316,0.0,0,2,6,554,1,3445,1,951.6930379746835,1
0,1,1,44.0,0,0.0,0.0,0.0,0.0,0.0,1,4,6,555,1,3446,1,0.0,0
0,0,2,42.0,0,7.087573705557973,0.0,0.0,4.23410650459726,0.6931471805599453,0,4,5,649,1,3447,1,1265.0,1
